,000300.SH,000905.SH,CBA00651.CS,CBA04031.CS,H11062.CSI,H11063.CSI,H11064.CSI,H11065.CSI
2010-11-17,3103.906,4855.85,133.6498,124.73,171.28,183.74,234.24,233.24
2010-11-18,3147.962,4932.401,134.0238,124.7263,172.81,187.1,240.3,234.85
2010-11-19,3178.846,5081.03,133.5707,124.699,174.17,189.81,245.04,235.14
2010-11-22,3171.941,5150.665,133.0364,124.4594,170.1,188.35,240.4,237.46
2010-11-23,3107.176,5063.237,132.8249,124.3161,169.08,184.35,232.98,231.02
2010-11-24,3177.043,5206.149,132.6288,124.1065,172.77,187.3,234.26,232.78
2010-11-25,3223.484,5259.81,132.6773,124.0669,172.26,186.34,229.65,233.33
2010-11-26,3194.853,5227.648,132.2425,123.9701,170.24,185.3,223.16,232.05
2010-11-29,3190.05,5248.747,132.3018,124.0231,171.96,186.74,224.95,234.38
2010-11-30,3136.985,5110.875,132.554,124.095,172.6,186.76,224.54,237.15
2010-12-01,3136.024,5116.837,133.5023,124.1642,174.12,189.14,226.31,237.44
2010-12-02,3155.059,5138.487,133.8124,124.2072,175.63,192.6,229.93,240.77
2010-12-03,3158.156,5100.366,133.8012,124.1413,176.14,193.43,232.77,242.07
2010-12-06,3165.57,5016.528,134.0911,124.2935,177.73,193.42,235.23,244.71
2010-12-07,3200.339,5084.583,134.2236,124.4107,178.76,195.82,235.99,243.85
2010-12-08,3171.882,5069.97,133.986,124.4349,174.59,192.54,231.13,240.35
2010-12-09,3123.366,4964.901,133.6087,124.4395,176.03,195.65,235.71,242.05
2010-12-10,3161.977,5039.165,133.8265,124.4716,176.46,196.54,238.82,242.93
2010-12-13,3261.061,5179.021,134.0824,124.4672,179.49,198.98,248.21,244.01
2010-12-14,3269.474,5244.038,134.1172,124.5496,181.07,199.27,249.41,243.73
2010-12-15,3247.644,5230.68,134.3179,124.6714,178.87,197.17,244.99,241.51
2010-12-16,3230.665,5216.851,134.3868,124.71,179.94,196.18,246.22,243.32
2010-12-17,3225.661,5228.337,134.5245,124.7177,181.08,198.44,251.29,242.8
2010-12-20,3178.657,5163.529,134.7446,124.7627,182.05,198.96,255.95,243.2
2010-12-21,3249.509,5222.792,134.6352,124.9229,183.86,200.4,258.59,243.62
2010-12-22,3215.453,5174.539,134.6182,125.0564,183.27,199.31,253.47,242.96
2010-12-23,3188.607,5069.523,134.5031,125.1504,186.7,199.29,257.38,244.05
2010-12-24,3162.955,4991.544,134.502,125.1407,187.87,199.58,259.59,244.67
2010-12-27,3099.709,4849.63,133.7978,124.9699,187.7,198.83,259.6,243.45
2010-12-28,3044.931,4730.497,133.7696,124.9669,189.69,199.86,254.11,241.69
2010-12-29,3061.83,4812.532,133.8527,125.0313,187.49,201.33,254.46,238.65
2010-12-30,3064.098,4828.489,133.9875,125.1762,188.7,204.14,256.35,239.49
2010-12-31,3128.261,4936.716,134.1392,125.2884,187.52,205.86,257.88,238.08
2011-01-04,3189.682,5011.498,134.3624,125.5233,189.02,206.18,262.11,242.55
2011-01-05,3175.662,5028.766,134.899,125.6897,187.7,203.77,263.64,240.34
2011-01-06,3159.643,5001.283,134.813,125.9036,190.65,205.64,266.13,241.65
2011-01-07,3166.624,4975.144,134.8973,125.9101,185.45,201.56,255.76,238.2
2011-01-10,3108.187,4830.562,134.9169,126.0498,186.34,202.59,258.21,239.59
2011-01-11,3124.922,4804.822,134.6653,126.0942,187.53,203.92,260.07,240.05
2011-01-12,3142.337,4833.58,134.7114,126.1723,187.83,204.71,263.91,240.83
2011-01-13,3141.284,4826.757,134.5751,126.1133,188.86,205.53,263.84,240.87
2011-01-14,3091.862,4723.426,134.3249,126.0265,190.09,205.42,265.94,240.11
2011-01-17,2974.35,4519.913,133.8611,125.8613,189.8,204.87,264.31,239.85
2011-01-18,2977.648,4536.964,133.493,125.6329,189.64,205.65,264.69,239.44
2011-01-19,3044.851,4646.087,133.4834,125.5594,191.16,207.51,273.25,241.45
2011-01-20,2944.713,4477.359,133.4728,125.4773,190.2,205.05,272.95,239.86
2011-01-21,2983.456,4506.322,133.5253,125.4462,191.74,204.23,275.12,236.38
2011-01-24,2954.232,4398.495,133.5633,125.471,194.17,205.57,277.95,236.6
2011-01-25,2938.654,4341.909,133.3979,125.4535,191.47,203.31,271.62,231.99
2011-01-26,2978.431,4424.892,133.3229,125.4222,189.32,203.02,271.49,232.9
2011-01-27,3026.466,4502.808,133.3369,125.442,192.09,204.31,276.86,232.76
2011-01-28,3036.735,4548.206,133.4302,125.3719,189.69,199.86,254.11,241.69
2011-01-31,3076.508,4610.86,133.4294,125.3565,194.04,208.06,279.9,236.02
2011-02-01,3077.283,4630.58,133.4727,125.4771,195.66,211.81,284.87,237.76
2011-02-09,3040.949,4609.717,132.899,125.2486,196.95,211.59,286.77,235.9
2011-02-10,3104.163,4733.973,132.7567,125.1034,198.76,213.12,291.7,238.52
2011-02-11,3120.956,4786.806,132.8754,125.1805,198.98,212.27,290.41,238.73
2011-02-14,3219.143,4872.495,133.4727,125.1646,198.34,213.62,290.94,239.17
2011-02-15,3217.671,4869.687,133.54,125.0764,196.73,213.48,287.81,239.85
2011-02-16,3248.527,4952.667,133.4742,125.0096,195.4,213.11,287.37,238.25
2011-02-17,3245.907,4987.48,133.4384,125.0894,193.81,210.74,284.17,238.02
2011-02-18,3211.876,4941.432,133.4277,125.1593,192.75,209.76,278.34,236.99
2011-02-21,3257.908,5042.967,133.145,125.0297,191.61,212.2,279.29,239.12
2011-02-22,3163.578,4909.745,133.3915,124.9596,191.98,209.62,275.19,242.15
2011-02-23,3174.742,4979.057,133.7752,124.9021,187.87,205.96,272.26,239.7
2011-02-24,3190.935,5027.731,134.3176,125.0722,184.4,205.03,266.88,242.28
2011-02-25,3197.617,5032.797,134.1891,125.0007,186.78,206.4,266.94,241.28
2011-02-28,3239.559,5095.208,134.1987,125.1345,189.69,199.86,254.11,241.69
2011-03-01,3254.893,5122.441,134.2268,125.1577,190.76,207.89,273.41,240.97
2011-03-02,3243.298,5108.74,134.4283,125.2149,192.39,208.85,271.87,242.05
2011-03-03,3221.718,5009.047,134.3731,125.3716,191.0,207.55,269.8,242.57
2011-03-04,3270.666,5067.621,134.38,125.3795,191.8,208.51,267.54,241.99
2011-03-07,3334.51,5138.248,134.3882,125.5098,192.45,207.51,271.63,243.55
2011-03-08,3337.457,5165.735,134.4961,125.558,188.46,201.58,258.21,241.49
2011-03-09,3338.858,5181.368,134.7221,125.6896,189.08,202.84,259.62,240.64
2011-03-10,3280.259,5143.413,134.7255,125.7467,186.22,197.99,257.01,241.48
2011-03-11,3247.376,5139.746,134.6131,125.81,184.44,197.44,251.29,238.2
2011-03-14,3262.92,5190.037,134.8343,125.9402,182.35,198.81,244.35,234.55
2011-03-15,3203.961,5131.332,135.1266,125.9717,182.58,198.08,244.26,233.76
2011-03-16,3248.195,5199.358,135.0875,126.0655,181.63,201.33,248.52,232.92
2011-03-17,3197.1,5104.134,135.2872,126.2061,182.2,199.37,248.65,234.82
2011-03-18,3215.685,5126.934,135.2677,126.361,184.45,202.09,253.98,237.27
2011-03-21,3207.11,5086.108,135.2389,126.3834,184.93,200.45,254.05,239.18
2011-03-22,3222.961,5085.812,135.114,126.4399,184.77,200.46,255.82,238.24
2011-03-23,3264.926,5155.337,135.0821,126.4717,187.47,202.8,259.77,238.98
2011-03-24,3251.361,5169.264,135.1715,126.4898,185.13,203.28,258.32,238.08
2011-03-25,3294.484,5212.345,135.1214,126.3999,186.89,203.46,256.75,238.82
2011-03-28,3290.571,5199.552,135.1075,126.4325,184.8,201.74,248.76,238.1
2011-03-29,3257.979,5111.153,135.0998,126.4315,184.86,201.89,249.26,237.56
2011-03-30,3256.08,5064.545,135.0556,126.3259,184.83,202.39,251.97,237.84
2011-03-31,3223.288,5000.402,135.022,126.3323,185.05,201.43,250.35,237.48
2011-04-01,3272.729,5065.076,135.0617,126.3035,185.88,200.92,247.08,239.74
2011-04-06,3311.067,5057.84,134.9311,126.3016,187.48,204.12,253.02,242.07
2011-04-07,3324.419,5089.751,134.9914,126.2573,186.96,204.42,252.65,242.83
2011-04-08,3353.358,5148.799,135.1542,126.3512,189.0,207.03,258.18,247.63
2011-04-11,3333.427,5107.137,135.338,126.4472,190.21,207.46,260.47,247.9
2011-04-12,3326.771,5114.459,135.6422,126.6395,187.82,205.46,257.45,244.25
2011-04-13,3372.031,5165.207,135.7328,126.7766,186.9,205.59,258.14,243.54
2011-04-14,3353.56,5150.869,135.7358,126.867,183.68,203.71,253.17,243.0
2011-04-15,3358.944,5162.415,135.759,126.898,182.6,202.43,250.98,242.97
2011-04-18,3359.438,5178.894,135.5739,126.9394,182.83,203.04,248.99,243.2
2011-04-19,3295.812,5116.144,135.5732,126.9719,181.59,199.31,242.82,239.72
2011-04-20,3295.758,5152.395,135.6377,126.9527,183.46,202.15,247.87,241.08
2011-04-21,3317.367,5188.111,135.6393,126.9116,183.34,203.07,247.04,243.09
2011-04-22,3299.942,5165.123,135.6504,127.0082,184.45,203.01,248.43,243.49
2011-04-25,3249.574,5054.768,135.6544,126.9586,183.6,201.95,241.1,243.49
2011-04-26,3230.96,4970.572,135.6655,126.9332,181.41,200.95,238.66,242.42
2011-04-27,3209.503,4913.497,135.7971,127.0125,180.89,200.24,234.9,242.99
2011-04-28,3161.776,4755.416,135.8421,127.0376,182.3,201.69,238.67,244.32
2011-04-29,3192.723,4836.866,135.8894,127.0409,178.78,200.55,234.61,243.64
2011-05-03,3211.132,4920.57,135.918,127.1648,179.74,200.58,234.43,247.2
2011-05-04,3129.028,4814.781,135.9796,127.2625,177.6,198.89,230.53,245.52
2011-05-05,3126.117,4827.212,136.0384,127.3649,175.84,196.65,225.6,245.71
2011-05-06,3121.396,4849.969,136.325,127.5362,173.73,193.16,221.9,241.46
2011-05-09,3129.759,4889.92,136.3067,127.5806,174.96,195.38,225.6,243.1
2011-05-10,3153.221,4918.674,136.3908,127.6931,176.18,195.92,227.77,244.21
2011-05-11,3145.085,4929.488,136.4401,127.7848,176.25,194.7,225.74,246.97
2011-05-12,3101.603,4863.795,136.5133,127.8369,173.51,190.67,217.02,245.12
2011-05-13,3128.093,4902.564,136.4745,127.7745,177.2,195.29,226.15,246.81
2011-05-16,3100.463,4900.706,136.4376,127.8239,176.25,193.83,223.99,247.01
2011-05-17,3116.028,4873.954,136.506,127.8036,175.65,194.74,226.43,246.09
2011-05-18,3139.379,4906.189,136.5397,127.8251,176.05,194.97,225.32,246.57
2011-05-19,3120.639,4879.892,136.4458,127.8063,176.81,196.05,226.25,247.58
2011-05-20,3121.596,4863.185,136.3616,127.8731,176.76,196.02,226.12,247.32
2011-05-23,3022.98,4679.527,136.5009,127.8588,176.48,193.45,222.11,248.23
2011-05-24,3026.223,4672.076,136.5405,127.8152,177.89,194.86,225.45,250.23
2011-05-25,2990.343,4618.748,136.5138,127.8832,177.86,196.12,228.55,249.61
2011-05-26,2978.381,4572.942,136.5128,127.9638,179.68,198.07,232.05,250.49
2011-05-27,2963.308,4428.894,136.6011,128.04,180.12,198.98,232.52,250.56
2011-05-30,2954.506,4345.048,136.6292,128.0599,180.23,198.65,231.12,251.55
2011-05-31,3001.556,4444.276,136.5863,128.0695,180.28,199.39,233.26,251.74
2011-06-01,3004.173,4490.892,136.5913,128.0811,179.93,198.79,231.9,251.15
2011-06-02,2955.705,4429.999,136.6099,128.0937,180.94,198.01,230.02,250.34
2011-06-03,2986.349,4506.196,136.6285,128.0935,183.68,199.43,235.02,250.98
2011-06-07,3004.262,4547.303,136.6698,128.1761,181.86,199.6,234.93,251.43
2011-06-08,3008.652,4562.972,136.639,128.2171,181.19,198.44,233.08,252.64
2011-06-09,2951.889,4456.73,136.5634,128.1105,181.09,197.98,232.33,253.14
2011-06-10,2961.932,4469.049,136.5052,128.1018,180.88,198.6,232.04,251.93
2011-06-13,2950.348,4468.787,136.416,128.1003,180.43,197.19,230.21,251.7
2011-06-14,2993.559,4540.939,136.12,127.9875,180.19,197.87,230.69,251.12
2011-06-15,2963.119,4499.694,135.4264,127.8519,181.17,198.9,234.37,251.64
2011-06-16,2917.578,4402.143,135.4574,127.8515,179.43,197.55,231.72,249.39
2011-06-17,2892.157,4337.367,135.4313,127.8211,179.11,197.16,233.18,249.06
2011-06-20,2874.896,4278.753,135.6748,127.8635,179.17,195.49,231.66,248.01
2011-06-21,2909.073,4338.422,136.084,127.9817,180.72,197.15,231.99,249.11
2011-06-22,2908.582,4321.219,135.733,127.9418,179.91,196.25,227.41,248.73
2011-06-23,2957.629,4402.938,135.8061,127.9084,178.75,196.6,225.34,249.43
2011-06-24,3027.47,4509.18,136.0952,127.9622,178.47,197.42,225.45,248.18
2011-06-27,3036.491,4568.189,136.4636,128.0788,175.18,195.16,217.6,246.3
2011-06-28,3041.734,4574.477,136.4897,128.1747,175.43,195.87,217.62,246.53
2011-06-29,3000.169,4511.545,136.508,128.1979,176.93,197.39,219.65,247.4
2011-06-30,3044.089,4579.332,136.4573,128.1828,177.81,200.38,224.08,248.26
2011-07-01,3049.745,4604.746,136.6968,128.1953,176.42,200.11,224.17,247.63
2011-07-04,3121.98,4719.391,136.6908,128.1996,178.26,202.53,231.92,248.69
2011-07-05,3122.5,4749.424,136.7407,128.0905,178.18,201.83,232.9,248.22
2011-07-06,3113.712,4760.917,136.7528,128.1148,178.32,203.14,234.69,248.72
2011-07-07,3101.68,4761.452,136.6996,127.9077,179.17,203.51,235.0,248.27
2011-07-08,3109.183,4756.614,136.7571,127.853,180.38,204.54,236.12,249.27
2011-07-11,3113.206,4799.42,136.6674,127.7897,179.97,204.34,233.26,248.49
2011-07-12,3056.905,4731.118,136.7926,127.7975,178.89,203.66,233.56,248.4
2011-07-13,3106.247,4825.419,136.656,127.7186,181.96,206.65,240.85,249.82
2011-07-14,3115.745,4866.165,136.4775,127.5825,181.79,206.18,242.73,249.89
2011-07-15,3128.889,4896.043,136.371,127.4695,181.42,205.4,243.12,248.99
2011-07-18,3122.6,4895.26,136.1632,127.4061,181.17,206.62,242.01,249.83
2011-07-19,3095.125,4843.705,135.4954,127.2679,182.84,208.46,245.57,250.38
2011-07-20,3091.567,4849.057,134.968,127.0805,182.41,208.05,245.98,251.47
2011-07-21,3059.139,4784.388,134.7189,126.76,183.05,207.18,246.91,251.46
2011-07-22,3067.985,4800.938,134.8977,126.6691,183.38,207.61,248.24,252.33
2011-07-25,2968.289,4613.73,135.091,126.6467,182.51,206.25,246.14,251.91
2011-07-26,2977.766,4633.372,135.0057,126.5432,183.63,209.01,250.53,252.0
2011-07-27,3000.052,4710.379,135.0271,126.5437,184.68,209.82,250.44,253.11
2011-07-28,2981.002,4680.898,135.0632,126.4719,183.58,209.67,246.48,253.35
2011-07-29,2972.079,4628.32,135.1658,126.384,181.76,209.12,245.98,253.93
2011-08-01,2977.721,4644.462,135.327,126.4148,183.55,211.07,250.53,254.62
2011-08-02,2956.383,4610.783,135.2977,126.4509,182.68,208.61,248.59,254.53
2011-08-03,2954.87,4625.173,134.8539,126.3742,182.74,209.26,248.04,253.73
2011-08-04,2960.309,4649.425,135.0814,126.4332,181.48,207.93,246.97,252.75
2011-08-05,2897.417,4559.018,135.5454,126.5792,178.68,200.78,234.7,251.05
2011-08-08,2793.897,4330.771,135.816,126.6555,178.47,198.73,233.95,250.19
2011-08-09,2798.19,4317.107,136.1651,126.6449,176.77,196.3,227.67,247.19
2011-08-10,2824.12,4378.698,136.2047,126.6134,178.53,198.78,230.58,248.35
2011-08-11,2866.924,4454.394,136.5844,126.643,179.72,198.8,237.41,248.53
2011-08-12,2875.365,4505.886,136.5725,126.6107,179.85,198.39,238.57,249.17
2011-08-15,2917.883,4571.719,136.7105,126.6747,180.4,199.97,239.31,250.32
2011-08-16,2897.581,4533.321,136.4966,126.6664,179.27,198.0,235.58,248.95
2011-08-17,2886.013,4513.485,136.5944,126.7011,180.31,199.51,239.45,249.44
2011-08-18,2834.254,4436.101,136.463,126.6748,180.38,199.04,237.2,249.5
2011-08-19,2807.664,4395.019,136.8069,126.7446,179.38,198.93,236.1,245.75
2011-08-22,2777.787,4363.959,136.7939,126.7966,179.71,198.61,232.97,245.98
2011-08-23,2821.003,4434.922,136.6811,126.7707,181.35,199.82,235.87,247.48
2011-08-24,2810.016,4427.978,136.6202,126.7232,181.27,199.1,235.54,247.46
2011-08-25,2903.837,4520.171,136.3722,126.6368,179.92,198.84,235.09,245.24
2011-08-26,2901.216,4530.423,136.2748,126.6141,179.77,199.72,234.65,246.77
2011-08-29,2852.809,4490.158,135.4269,126.3319,182.41,200.07,235.47,247.15
2011-08-30,2841.74,4451.726,135.0119,125.9843,182.38,201.46,240.16,244.72
2011-08-31,2846.776,4430.538,135.1942,125.9681,183.04,202.29,240.99,245.45
2011-09-01,2834.535,4395.069,135.4697,125.9927,182.59,201.64,238.34,246.78
2011-09-02,2803.854,4344.977,135.4949,125.9934,182.24,201.21,237.61,246.29
2011-09-05,2743.817,4238.069,135.6969,126.0846,180.89,200.13,232.89,245.2
2011-09-06,2723.303,4204.908,135.9706,125.9705,180.11,199.92,233.78,243.78
2011-09-07,2779.09,4306.361,135.7415,125.7092,181.62,201.03,239.14,245.61
2011-09-08,2756.105,4260.155,135.6337,125.5083,181.14,200.79,238.42,245.65
2011-09-09,2751.095,4233.748,135.8944,125.3586,181.53,200.94,240.03,245.31
2011-09-13,2720.283,4164.288,136.106,125.3023,179.7,198.36,238.22,244.8
2011-09-14,2733.108,4212.129,136.0852,125.2659,177.18,195.98,234.22,244.3
2011-09-15,2729.051,4215.5,135.9152,125.233,177.66,195.86,234.91,244.22
2011-09-16,2733.987,4214.816,135.7355,125.222,177.71,196.51,236.79,244.83
2011-09-19,2679.27,4131.885,135.6881,125.2801,174.82,191.55,225.83,242.81
2011-09-20,2689.845,4151.851,135.6581,125.2548,175.54,190.7,225.52,243.08
2011-09-21,2771.011,4275.094,135.7366,125.1974,175.96,191.47,226.64,243.76
2011-09-22,2685.688,4151.8,135.8731,125.1951,173.26,185.9,216.04,241.87
2011-09-23,2669.478,4117.735,136.7941,125.2077,168.95,179.12,207.6,240.99
2011-09-26,2610.919,4051.425,137.7038,125.2376,165.0,170.83,198.0,234.79
2011-09-27,2637.879,4068.231,137.4711,125.2693,168.75,175.07,204.07,239.92
2011-09-28,2610.59,3999.782,137.3502,125.2866,167.46,174.86,199.59,240.76
2011-09-29,2588.185,3871.06,137.6156,125.344,164.82,169.56,193.98,237.25
2011-09-30,2581.351,3856.828,137.9048,125.3329,168.13,174.08,200.72,239.31
2011-10-10,2557.082,3832.577,138.9247,125.7525,165.72,173.26,200.61,238.74
2011-10-11,2551.994,3817.927,139.0938,125.7725,165.21,173.23,202.22,239.11
2011-10-12,2644.758,3950.655,138.9629,125.7869,167.59,174.55,205.53,239.68
2011-10-13,2662.601,4001.853,138.7649,125.769,167.09,173.97,203.1,237.84
2011-10-14,2653.782,3985.193,139.0739,125.7965,168.71,175.53,205.23,238.75
2011-10-17,2666.951,3997.121,138.9882,125.9196,168.75,173.88,204.24,239.5
2011-10-18,2592.209,3877.024,139.4797,126.0658,166.31,168.83,196.1,238.79
2011-10-19,2583.081,3854.169,139.6202,126.2153,167.04,168.65,192.41,238.99
2011-10-20,2520.532,3740.469,139.7353,126.5411,163.27,161.77,183.58,239.9
2011-10-21,2507.877,3671.695,139.6423,126.7262,165.04,164.03,180.59,240.75
2011-10-24,2576.669,3736.765,139.5698,126.7945,166.83,170.72,191.66,241.73
2011-10-25,2625.425,3842.978,139.2503,126.7243,167.76,172.45,194.18,242.49
2011-10-26,2651.652,3884.39,139.229,126.7797,167.85,173.71,196.04,241.72
2011-10-27,2657.478,3888.992,139.1191,126.7515,168.78,175.18,199.77,243.33
2011-10-28,2709.017,3978.8,139.1981,126.7187,168.1,178.24,201.13,242.89
2011-10-31,2695.307,3999.362,139.3831,126.8265,165.98,176.28,195.95,243.24
2011-11-01,2697.534,3999.831,139.7711,127.0075,166.2,174.73,192.34,243.36
2011-11-02,2742.39,4072.781,139.9292,127.2121,167.7,175.96,195.87,244.82
2011-11-03,2744.301,4097.618,139.9732,127.3051,166.4,172.76,189.44,243.83
2011-11-04,2763.746,4131.13,140.0404,127.4596,167.84,178.35,198.39,243.52
2011-11-07,2736.248,4114.767,140.0304,127.6622,166.8,176.22,192.46,243.47
2011-11-08,2727.71,4057.555,140.2868,127.842,166.19,176.62,190.87,243.22
2011-11-09,2751.654,4126.003,140.8077,127.937,166.49,177.26,188.62,243.79
2011-11-10,2699.588,4064.371,141.8252,128.2249,163.97,170.09,180.87,243.14
2011-11-11,2695.002,4062.144,141.5623,128.356,164.97,172.83,180.47,245.77
2011-11-14,2750.195,4159.567,141.6477,128.4149,166.1,178.11,188.92,243.78
2011-11-15,2744.68,4192.665,141.1033,128.3333,165.69,176.04,188.23,242.87
2011-11-16,2670.116,4088.323,141.2397,128.3159,164.53,174.18,185.41,243.27
2011-11-17,2662.017,4079.536,141.0686,128.0656,165.32,175.29,189.32,244.44
2011-11-18,2606.495,3963.258,141.0861,128.0677,164.01,172.76,186.89,243.96
2011-11-21,2609.687,3966.636,140.9169,127.8859,162.67,171.56,183.47,244.91
2011-11-22,2609.475,3957.93,141.0412,127.8913,161.16,171.07,184.97,243.56
2011-11-23,2584.011,3942.695,141.5057,127.9357,159.64,169.68,183.67,243.36
2011-11-24,2588.915,3935.273,141.4609,127.9809,158.09,169.98,184.15,242.95
2011-11-25,2569.973,3911.356,141.3571,127.9396,157.3,168.24,181.92,245.38
2011-11-28,2573.321,3915.298,141.3809,128.0578,158.28,171.54,185.77,243.44
2011-11-29,2608.569,3980.618,141.3329,127.9017,158.95,172.34,186.36,241.25
2011-11-30,2521.52,3819.942,141.497,127.8378,157.64,170.41,184.34,252.07
2011-12-01,2583.613,3897.019,142.6786,128.816,160.64,177.24,191.18,255.66
2011-12-02,2557.311,3817.041,143.0244,128.9231,160.24,177.32,191.05,255.69
2011-12-05,2521.385,3692.227,143.3017,128.9735,160.89,177.03,192.12,255.83
2011-12-06,2516.341,3691.804,143.1497,128.8968,160.45,176.17,192.18,255.31
2011-12-07,2528.228,3702.103,142.9968,128.8755,160.39,177.64,195.51,255.56
2011-12-08,2525.001,3700.089,142.9741,128.9153,159.37,176.96,194.62,255.74
2011-12-09,2503.461,3663.843,143.0618,128.766,159.38,175.36,191.74,252.57
2011-12-12,2477.692,3616.087,143.0325,128.6556,157.39,174.58,189.48,253.22
2011-12-13,2421.928,3490.4,142.9919,128.549,156.98,172.83,187.7,251.92
2011-12-14,2397.48,3423.474,143.0664,128.4173,157.44,171.47,187.75,252.89
2011-12-15,2340.788,3329.575,143.0535,128.3749,157.48,166.89,182.12,250.11
2011-12-16,2390.129,3427.214,143.1809,128.494,158.71,169.95,185.57,251.57
2011-12-19,2384.408,3434.845,143.2894,128.5369,159.23,168.42,183.98,250.42
2011-12-20,2377.073,3424.448,143.3415,128.4794,158.74,168.7,185.2,250.62
2011-12-21,2339.108,3342.401,143.3298,128.3723,158.36,170.33,187.19,252.22
2011-12-22,2341.335,3298.724,143.19,128.4438,159.3,170.66,187.14,252.33
2011-12-23,2359.159,3327.394,143.2301,128.4985,159.87,172.36,189.01,253.17
2011-12-26,2335.702,3308.072,143.3881,128.5923,159.25,170.73,185.94,252.27
2011-12-27,2305.035,3224.148,143.5833,128.5992,159.14,170.79,185.41,252.49
2011-12-28,2307.928,3207.399,143.5388,128.6314,160.33,170.94,185.8,253.27
2011-12-29,2311.361,3207.181,143.6543,128.5993,159.85,168.66,183.31,252.32
2011-12-30,2345.742,3266.775,143.7884,128.6799,159.34,170.57,183.89,252.74
2012-01-04,2298.753,3192.234,143.86,128.8015,160.76,171.31,182.12,254.3
2012-01-05,2276.385,3074.368,143.8721,128.8639,161.56,172.28,186.33,257.59
2012-01-06,2290.601,3087.546,144.1591,129.0195,161.32,171.94,187.18,257.59
2012-01-09,2368.57,3212.904,144.3771,129.229,161.4345,171.1122,187.6682,257.818
2012-01-10,2447.349,3345.391,144.3939,129.3296,162.7023,172.483,188.7355,257.3475
