,000300.SH,000905.SH,CBA00651.CS,CBA04031.CS,H11062.CSI,H11063.CSI,H11064.CSI,H11065.CSI
2014-12-30,3457.554,5275.085,159.0823,164.7398,124.9363,132.9864,116.9213,147.1771
2014-12-31,3533.705,5322.714,159.0315,164.8353,124.4756,134.1075,118.3135,145.3381
2015-01-05,3641.541,5417.017,159.1148,165.0233,122.5712,132.5861,115.8601,144.4435
2015-01-06,3641.059,5479.864,159.0659,165.211,123.7637,133.699,117.3535,146.5343
2015-01-07,3643.79,5488.242,159.0884,165.2826,123.9984,132.8775,115.6764,146.3447
2015-01-08,3559.259,5444.037,159.1938,165.471,124.5834,132.6876,114.9162,146.6192
2015-01-09,3546.723,5409.058,159.147,165.5919,124.0201,132.0162,114.629,145.8334
2015-01-12,3513.576,5332.221,159.2698,165.6031,124.3406,130.9788,114.0022,143.6264
2015-01-13,3514.04,5405.091,159.7301,165.7047,122.6498,129.9467,112.0048,143.4714
2015-01-14,3502.423,5379.738,160.1909,166.0655,121.0934,127.2933,110.1732,143.0809
2015-01-15,3604.121,5449.038,160.3205,166.1192,121.6568,127.7724,112.5855,143.629
2015-01-16,3635.146,5520.123,160.8158,166.2071,121.0553,128.3659,112.275,142.1662
2015-01-19,3355.155,5281.895,161.0136,166.4153,120.757,130.121,113.4605,142.2877
2015-01-20,3396.222,5472.514,161.1541,166.4721,120.624,129.062,112.6293,141.5897
2015-01-21,3548.885,5611.694,161.2525,166.5847,121.5657,129.2047,114.5795,141.4085
2015-01-22,3567.613,5690.156,161.4182,166.6283,121.5275,129.3002,115.4628,141.0745
2015-01-23,3571.732,5633.289,161.4974,166.6802,121.1734,128.5782,115.1347,141.1805
2015-01-26,3607.985,5758.979,161.7712,166.7982,120.6816,126.3101,113.1469,139.3838
2015-01-27,3574.931,5773.816,161.5796,166.8253,121.195,127.3829,114.2593,140.4325
2015-01-28,3525.323,5739.919,161.3386,166.7584,120.8212,126.9614,114.5671,140.8413
2015-01-29,3481.798,5701.205,161.0775,166.7266,120.193,126.6624,114.1618,140.6033
2015-01-30,3434.39,5632.728,161.1446,166.7398,119.3773,125.3017,112.3332,140.5821
2015-02-02,3353.96,5609.389,161.4664,166.7798,119.5239,127.139,114.4576,141.0822
2015-02-03,3437.445,5707.476,161.7045,166.7801,120.4317,128.0537,116.3301,141.6608
2015-02-04,3401.768,5683.519,161.7086,166.7506,120.9308,128.0246,117.1921,141.1394
2015-02-05,3366.946,5654.217,161.9573,166.9019,120.8466,128.1517,116.2391,141.1832
2015-02-06,3312.42,5534.785,161.8127,166.9892,121.7333,129.2693,119.2631,142.3326
2015-02-09,3345.921,5504.974,162.1202,167.1574,121.9631,127.9068,118.7525,141.3231
2015-02-10,3406.943,5580.704,162.2598,167.269,122.27,128.2759,118.3444,141.6084
2015-02-11,3434.124,5641.786,162.6042,167.4225,122.224,127.8476,119.0369,141.733
2015-02-12,3442.874,5681.341,162.8578,167.5339,121.9224,127.4051,118.9512,141.3658
2015-02-13,3469.828,5769.272,163.0971,167.7061,123.3792,129.3721,121.1062,142.4195
2015-02-16,3499.483,5869.713,163.5296,167.8918,123.4036,130.0871,121.9987,142.4689
2015-02-17,3522.322,5911.098,163.5332,168.0218,123.6534,129.742,121.197,141.1852
2015-02-25,3478.729,5906.538,163.8587,168.2832,123.2406,128.2677,120.8658,139.8246
2015-02-26,3566.295,5969.557,163.5791,168.3119,123.8502,129.4544,124.0236,141.0573
2015-02-27,3572.843,6018.463,163.5088,168.3927,125.9689,129.252,123.1793,140.2181
2015-03-02,3601.265,6139.792,163.2732,168.4574,126.9691,130.3039,123.5619,140.7989
2015-03-03,3507.9,6118.656,162.982,168.2723,125.5094,129.1491,121.9599,140.9696
2015-03-04,3530.822,6210.421,163.0077,168.2373,125.583,128.6417,121.5812,140.5099
2015-03-05,3496.344,6208.988,162.4889,168.2363,123.8179,127.7517,119.9827,138.1592
2015-03-06,3478.52,6133.026,162.4511,168.1361,122.637,126.7888,119.5125,138.0985
2015-03-09,3537.75,6212.236,161.958,168.1562,122.7334,126.439,119.4583,138.8416
2015-03-10,3520.611,6276.485,162.1573,168.0954,122.2721,125.503,117.7817,138.3938
2015-03-11,3524.653,6262.892,162.88,168.2523,123.0998,125.728,117.8548,138.5559
2015-03-12,3592.844,6260.137,162.9689,168.3912,123.7053,126.774,120.0697,138.8389
2015-03-13,3617.657,6329.576,162.6175,168.4435,122.933,126.8888,119.1362,138.9651
2015-03-16,3705.671,6516.765,162.1238,168.4884,122.0255,127.4441,117.7908,138.5473
2015-03-17,3757.122,6618.054,162.0244,168.445,122.1051,126.5944,118.1304,137.7538
2015-03-18,3846.055,6728.068,161.8656,168.3431,121.0902,124.8035,116.4342,136.1458
2015-03-19,3839.739,6782.463,161.9454,168.3696,122.0827,125.5401,117.3507,135.7859
2015-03-20,3892.574,6850.897,162.2434,168.3706,121.6842,125.6856,117.5941,135.4562
2015-03-23,3972.061,7017.154,162.1789,168.4953,122.8345,129.0116,120.735,134.9314
2015-03-24,3973.046,7046.123,162.1629,168.4013,123.7053,129.5642,122.2573,135.0725
2015-03-25,3940.412,7124.872,162.1495,168.3354,122.8214,128.7619,120.8641,133.2531
2015-03-26,3949.999,7074.437,161.3552,168.085,122.7322,129.0274,122.3268,133.3992
2015-03-27,3971.697,7155.945,161.3888,167.9321,122.6489,128.4681,120.554,131.7039
2015-03-30,4088.178,7245.497,161.0194,167.8699,122.2134,127.5922,119.8837,130.4713
2015-03-31,4051.204,7253.104,160.2621,167.6001,121.85,126.3089,119.2143,130.2869
2015-04-01,4123.895,7425.733,160.794,167.8065,122.7288,125.6169,119.5593,130.6428
2015-04-02,4124.776,7560.648,161.3311,167.9804,122.8531,125.5992,120.372,129.1267
2015-04-03,4170.538,7679.01,160.9982,168.0268,122.3172,125.2377,119.3963,129.2496
2015-04-07,4260.044,7863.284,160.9087,168.167,122.4829,125.5793,120.3619,129.0195
2015-04-08,4295.803,7807.997,159.8761,168.1457,122.3565,125.8006,120.206,127.6183
2015-04-09,4262.138,7746.151,159.8599,168.2411,120.9751,124.2326,118.3531,126.417
2015-04-10,4344.416,7952.189,160.076,168.2959,120.5611,124.0252,117.7695,124.4015
2015-04-13,4421.073,8122.893,160.4943,168.4581,121.5322,125.5925,119.6419,127.634
2015-04-14,4438.184,8119.959,160.8068,168.5572,121.611,124.5005,120.2261,127.8466
2015-04-15,4380.513,7802.747,161.0986,168.8477,122.5517,124.2313,120.4442,126.0018
2015-04-16,4513.546,7912.088,161.2914,168.941,122.5004,125.4297,122.282,127.1112
2015-04-17,4596.136,7980.76,161.3721,168.9853,122.8419,125.6145,122.1871,126.7799
2015-04-20,4521.919,7839.901,162.6453,169.4992,123.559,125.3931,122.7844,124.3397
2015-04-21,4619.164,8112.687,163.2116,169.7591,124.0979,124.4047,125.5174,124.9006
2015-04-22,4739.814,8323.427,163.0567,169.8168,124.0535,125.4047,125.1368,126.2793
2015-04-23,4740.892,8410.703,162.7975,169.9013,123.8983,124.5935,125.9528,125.362
2015-04-24,4702.641,8419.095,162.7022,169.8913,124.393,126.2495,127.2049,128.2737
2015-04-27,4807.592,8513.016,163.1194,169.9928,124.8567,127.6585,131.5048,130.3608
2015-04-28,4741.861,8266.483,163.4233,170.1588,124.9231,128.1414,131.1808,128.8977
2015-04-29,4774.326,8428.254,163.3116,170.2898,124.4667,127.1757,128.9506,125.8657
2015-04-30,4749.886,8469.673,163.5774,170.335,125.3122,128.0062,131.5268,126.8034
2015-05-04,4787.741,8510.481,163.6232,170.4979,125.465,130.2233,133.7328,126.8675
2015-05-05,4596.837,8199.344,163.4476,170.5649,126.3089,130.6567,133.597,129.3799
2015-05-06,4553.327,8082.999,162.8367,170.6329,127.4148,131.8898,133.9377,129.6025
2015-05-07,4470.089,7903.478,162.8469,170.7855,126.9879,130.5569,131.5731,128.4247
2015-05-08,4558.404,8201.293,163.3102,170.9274,125.5923,130.8885,130.9732,129.7521
2015-05-11,4690.532,8558.218,163.2294,171.0366,126.6828,130.9342,131.2951,129.4758
2015-05-12,4747.421,8745.678,163.264,171.2032,125.5486,130.249,130.1286,127.6601
2015-05-13,4718.436,8824.929,163.4105,171.3972,125.6927,130.9504,130.6684,127.6419
2015-05-14,4700.778,8813.393,163.6059,171.9506,125.4504,130.8361,128.6915,127.1886
2015-05-15,4617.47,8742.885,163.6476,171.9923,125.7149,131.1773,128.9793,127.6411
2015-05-18,4575.14,8903.595,163.6226,172.2213,125.6409,131.1661,128.8742,127.5252
2015-05-19,4731.222,9124.833,163.4434,172.215,124.6481,130.2005,127.1407,127.0016
2015-05-20,4754.919,9277.331,163.3734,172.2293,122.1021,128.035,123.7105,126.1465
2015-05-21,4840.976,9619.223,163.398,172.3156,122.2736,129.1785,125.2051,127.6441
2015-05-22,4951.335,9778.171,163.5299,172.3527,122.7868,129.2086,126.2935,128.065
2015-05-25,5099.495,10040.09,163.4822,172.4455,121.4496,128.7913,125.6004,127.8083
2015-05-26,5198.918,10373.58,162.6042,172.3504,122.3117,128.4444,126.7678,127.4217
2015-05-27,5181.434,10497.34,162.6175,172.207,122.5127,128.3138,127.5357,127.8686
2015-05-28,4834.007,9868.424,161.8432,172.0709,123.156,128.2328,128.0736,128.1206
2015-05-29,4840.829,9966.845,161.7612,171.9917,123.0907,128.4253,129.6187,128.5715
2015-06-01,5076.179,10488.31,161.2334,171.9848,123.4915,127.9461,129.4311,129.6042
2015-06-02,5161.87,10886.4,161.7256,172.0834,124.8673,128.0541,130.3343,129.7759
2015-06-03,5143.59,10979.99,161.7781,172.1645,124.4129,127.3528,128.7186,128.9592
2015-06-04,5181.416,10965.41,161.9374,172.2288,124.279,127.2056,129.3459,129.2809
2015-06-05,5230.552,11144.52,162.0538,172.2873,123.9888,125.8868,128.6448,127.9597
2015-06-08,5353.751,11030.92,162.3299,172.4034,123.6292,126.1024,127.8976,127.8384
2015-06-09,5317.461,11013.74,162.4262,172.4131,123.237,126.2526,127.7927,127.7345
2015-06-10,5309.112,11208.0577,162.2879,172.4182,123.2106,126.9896,129.8445,129.115
2015-06-11,5306.59,11366.2931,162.0615,172.4123,123.3324,127.0023,130.2462,128.5774
2015-06-12,5335.1151,11545.8906,162.0191,172.3692,121.1503,125.198,126.7828,127.1335
2015-06-15,5221.1665,11332.892,161.7191,172.3549,120.1948,124.6978,127.1722,126.9129
2015-06-16,5064.8212,10879.8358,161.9513,172.3067,120.9133,124.0733,127.807,126.871
2015-06-17,5138.8307,11100.5456,162.0981,172.3166,121.5597,122.771,126.6089,124.7072
2015-06-18,4930.5491,10731.3787,162.4283,172.3132,120.8651,123.7167,125.4124,124.3474
2015-06-19,4637.0517,9987.4074,162.4334,172.3246,121.1918,123.5234,126.0208,125.072
2015-06-23,4786.0906,10046.8849,162.3123,172.3958,122.4905,123.2754,126.6885,124.7914
2015-06-24,4880.1261,10267.6266,162.2773,172.3486,122.2921,123.8796,127.3701,125.2012
2015-06-25,4706.5159,9906.1037,162.2748,172.374,122.2932,122.9134,125.2142,123.9831
2015-06-26,4336.1947,9078.0648,162.3189,172.3693,122.4433,123.1405,125.9282,124.1731
2015-06-29,4191.5486,8484.6434,162.364,172.4818,122.4587,123.0321,125.5859,123.5042
2015-06-30,4472.9976,8906.0202,162.4071,172.486,121.1737,121.383,122.6119,123.6005
2015-07-01,4253.021,8411.9097,162.2558,172.4726,124.1616,120.9154,124.5713,124.2544
2015-07-02,4107.9961,7835.1035,162.1789,172.5239,123.9933,121.471,125.5397,124.79
2015-07-03,3885.9169,7355.491,162.5935,172.5382,124.8906,121.4946,124.7387,124.4254
2015-07-06,3998.537,7235.999,163.4447,172.8872,123.3725,117.9477,120.9709,120.4397
2015-07-07,3928.0025,6763.5263,163.9859,173.3722,123.2508,115.5052,117.616,118.7785
2015-07-08,3663.0375,6602.3735,163.8633,173.4827,121.663,111.4617,113.6701,118.1996
2015-07-09,3897.6263,6896.3516,164.0308,173.4113,121.0701,116.2317,117.3119,117.4075
2015-07-10,4106.5561,7244.7842,163.5274,173.5401,123.2943,116.1916,117.3097,115.4821
2015-07-13,4211.8116,7695.6351,163.5528,173.5752,123.1316,115.7864,116.4874,115.3251
2015-07-14,4112.1488,7859.0574,163.2294,173.6512,124.9175,115.9421,115.9857,114.3392
2015-07-15,3966.7585,7405.2945,163.1232,173.6878,124.0891,116.3668,116.6346,114.6923
2015-07-16,3997.3555,7578.7585,163.2052,173.7234,123.5704,116.079,116.4072,114.7059
2015-07-17,4151.4956,7994.6971,163.4489,173.7654,122.4036,115.8444,115.9357,114.8895
2015-07-20,4160.612,8116.4956,163.615,173.9026,122.1858,115.5745,116.9996,116.2735
2015-07-21,4166.0057,8220.4627,163.5356,173.9554,122.6799,115.3846,117.4765,114.9608
2015-07-22,4157.1604,8320.2364,163.4793,174.0938,123.0761,113.114,117.3876,113.6705
2015-07-23,4250.805,8551.9909,163.8372,174.1753,122.1009,113.4707,117.1429,113.8827
2015-07-24,4176.2787,8425.0739,164.1545,174.3551,121.4534,111.5789,113.7978,113.439
2015-07-27,3818.7314,7794.1809,164.2249,174.4337,119.4163,112.5381,111.7927,113.7591
2015-07-28,3811.0926,7649.8199,164.3797,174.5617,119.6657,112.6131,112.6981,113.9152
2015-07-29,3930.3791,8022.7956,164.4726,174.6894,120.0023,114.3743,113.3619,115.4969
2015-07-30,3815.4118,7800.5799,164.4921,174.6851,120.1573,113.3326,113.1468,113.8611
2015-07-31,3816.6993,7727.0608,164.0487,174.8143,120.1645,113.2052,113.0914,114.8792
2015-08-03,3829.2354,7540.2053,163.9929,174.968,118.4769,112.6769,111.2495,114.0467
2015-08-04,3948.1554,7942.0952,164.0892,174.9946,119.394,113.1103,110.6836,114.5548
2015-08-05,3866.8998,7839.3375,164.1564,175.1165,119.6446,113.2528,111.4259,114.4594
2015-08-06,3831.8516,7792.0278,164.2293,175.2519,118.7689,112.7687,109.8544,113.9879
2015-08-07,3906.9448,8013.3187,164.4026,175.4072,118.4425,112.5438,110.6105,113.7879
2015-08-10,4084.3646,8394.0862,164.4015,175.5014,119.4266,112.4515,111.5423,113.1202
2015-08-11,4066.6692,8435.3271,163.8205,175.3267,119.9964,112.4515,111.5906,113.2876
2015-08-12,4016.1262,8336.3365,163.6973,175.3467,121.4142,116.3178,112.9876,116.0977
2015-08-13,4075.463,8534.4288,163.8376,175.3528,120.6589,117.0237,114.2457,116.1329
2015-08-14,4073.54,8625.2423,163.9292,175.3686,119.996,116.311,113.0075,116.0512
2015-08-17,4077.8721,8820.4567,163.8766,175.5282,120.5894,115.6544,111.6513,114.7497
2015-08-18,3825.4122,8161.2687,163.8648,175.515,119.7983,115.0172,110.4584,113.9587
2015-08-19,3886.1357,8340.9828,163.802,175.55,119.4461,114.6199,111.0967,114.2693
2015-08-20,3761.4541,8049.5116,163.8078,175.5612,118.3165,114.7617,109.6046,113.0862
2015-08-21,3589.5358,7612.9024,163.9401,175.6451,118.5605,115.3487,109.9486,113.2585
2015-08-24,3275.5342,7006.1885,164.1516,175.7897,115.21,112.6998,105.0188,109.5159
2015-08-25,3042.9266,6481.4117,164.315,175.8333,115.0447,112.9979,104.1725,109.5463
2015-08-26,3025.692,6238.5256,164.4947,175.7926,115.463,112.8195,103.7077,108.6466
2015-08-27,3205.6375,6456.0548,165.212,175.7879,116.7548,113.1797,106.4873,109.9731
2015-08-28,3342.2863,6842.8938,165.3675,175.8751,117.4513,114.4153,108.0836,110.8667
2015-08-31,3366.5359,6581.3127,165.9544,175.9195,116.4309,114.272,106.5302,109.3977
2015-09-01,3362.0827,6169.2072,166.1669,175.9993,116.6277,114.3304,107.3739,109.899
2015-09-02,3365.8318,6122.5533,166.2191,176.055,116.6277,114.3304,107.3739,109.899
2015-09-07,3250.485,6143.5566,166.0031,176.13,115.698,113.746,106.6295,109.5678
2015-09-08,3334.0233,6374.8551,165.9447,176.2291,116.6763,114.2299,107.2111,110.5591
2015-09-09,3399.3054,6551.0072,165.9805,176.2605,116.7101,116.5963,107.9817,111.0123
2015-09-10,3357.561,6440.3093,165.9507,176.2769,117.752,116.6814,109.3334,111.015
2015-09-11,3347.1878,6493.3191,166.0938,176.3788,117.6177,116.5738,109.7411,110.5257
2015-09-14,3281.1317,6049.7904,166.0902,176.4818,118.0066,115.4477,108.352,108.8008
2015-09-15,3152.2319,5708.0299,166.282,176.557,117.7334,114.4348,107.4935,108.7168
2015-09-16,3309.2484,6084.8367,166.2753,176.6516,118.3667,115.5969,109.0484,109.7319
2015-09-17,3236.9986,5965.409,166.29,176.7493,117.5984,115.8623,108.5751,109.3152
2015-09-18,3251.2732,6036.8814,166.34,176.8155,116.8734,115.4788,107.7201,109.3993
2015-09-21,3308.2467,6250.4393,166.3703,176.8937,116.9193,114.8394,108.4011,109.9951
2015-09-22,3339.03,6295.9258,166.3255,176.9126,116.4699,113.8536,107.4582,109.2542
2015-09-23,3263.0275,6224.6006,166.2343,176.9652,116.5547,112.4611,107.9218,108.507
2015-09-24,3284.9991,6315.1101,166.4219,176.9851,117.058,112.4755,107.3331,108.4104
2015-09-25,3231.9514,6108.3764,166.4416,177.0181,117.6518,112.8042,107.4178,108.545
2015-09-28,3242.7524,6219.6917,166.7223,177.1636,117.753,110.9008,106.3663,107.4065
2015-09-29,3178.8544,6103.6058,167.1116,177.2731,116.5336,109.5379,105.0056,106.92
2015-09-30,3202.9475,6123.7274,167.2815,177.3442,117.3134,110.3214,105.3616,106.71
2015-10-08,3296.482,6372.4924,167.5036,177.6031,117.1941,111.8037,107.2651,106.5498
2015-10-09,3340.1159,6470.0514,168.4356,177.6294,117.3829,114.2039,110.5205,107.8495
2015-10-12,3447.6934,6718.7221,168.5262,177.7648,118.5103,114.3411,110.2271,105.3409
2015-10-13,3445.0431,6802.0769,169.0739,177.8972,118.7279,113.3491,109.7801,105.203
2015-10-14,3406.1116,6724.4957,169.879,178.1158,119.1338,113.3339,108.7229,104.3775
2015-10-15,3486.815,6929.2374,169.2887,178.1773,119.195,113.8666,108.7502,104.1784
2015-10-16,3534.0653,7047.5599,168.9108,178.2736,118.49,112.8713,107.9872,104.3305
2015-10-19,3534.1821,7047.3718,168.9813,178.4076,117.5514,112.3388,106.9128,104.0806
2015-10-20,3577.7027,7162.0754,169.5861,178.5668,117.0918,111.994,106.9988,104.2595
2015-10-21,3473.2544,6712.7386,169.6267,178.7228,116.9126,111.326,105.9299,103.9821
2015-10-22,3524.5339,6964.2976,169.6369,178.7828,118.0198,111.6169,106.8597,104.292
2015-10-23,3571.2411,7138.2344,169.8499,178.9502,117.0141,112.3667,107.1752,104.1061
2015-10-26,3589.2611,7186.7548,170.328,179.2957,116.1625,111.0994,105.2667,103.18
2015-10-27,3592.8794,7231.4362,170.7771,179.3866,116.3044,111.5055,104.4427,102.4901
2015-10-28,3524.9199,7048.8952,170.6404,179.6194,115.982,110.77,104.4075,101.7336
2015-10-29,3533.3065,7108.9748,170.1536,179.7765,115.7873,110.7509,104.9785,101.61
2015-10-30,3534.0788,7084.9706,170.0098,179.805,115.352,110.1232,104.596,101.5071
2015-11-02,3475.9623,6936.4315,170.1183,179.9218,115.687,109.6488,105.3853,100.9589
2015-11-03,3465.4927,6920.1029,169.812,179.9238,114.8375,109.0907,103.7945,100.9853
2015-11-04,3628.5377,7267.9884,169.4197,179.8967,115.7562,109.474,104.7751,101.0176
2015-11-05,3705.9697,7276.4505,169.2291,179.8987,115.2435,108.3071,102.6077,100.7901
2015-11-06,3793.3739,7446.8471,169.267,179.9088,114.3465,108.3242,103.3896,101.0394
2015-11-09,3840.3547,7543.8014,168.1713,179.5338,114.6097,107.6326,102.9854,100.696
2015-11-10,3833.2379,7575.0084,168.5599,179.1983,113.9775,107.1067,103.5194,100.9141
2015-11-11,3833.6457,7684.666,169.1218,179.1844,113.3019,106.0026,102.2435,100.0383
2015-11-12,3795.3241,7682.4517,169.1596,179.1436,113.6022,106.207,102.4397,99.3198
2015-11-13,3746.2422,7567.108,169.2402,179.2173,113.2643,104.9671,102.2691,99.7593
2015-11-16,3764.1262,7718.8548,169.2757,179.2396,112.246,104.8333,100.3609,99.1898
2015-11-17,3758.3869,7650.3808,169.273,179.2542,112.3965,102.9118,100.6164,99.2578
2015-11-18,3715.5796,7526.9417,169.113,179.2247,111.9348,102.3725,99.8275,98.6594
2015-11-19,3774.969,7718.622,168.9375,179.1158,110.8575,101.4739,98.4823,94.7478
2015-11-20,3774.3833,7806.2655,169.1104,179.1796,111.0627,101.8878,97.9287,93.6313
2015-11-23,3753.3351,7744.1822,169.1816,179.1934,110.2653,99.2579,96.407,93.1251
2015-11-24,3753.8887,7798.4975,169.3936,179.2544,112.6926,99.9349,98.2755,94.3354
2015-11-25,3781.6069,7922.3841,169.5863,179.3134,112.8103,101.172,99.7919,95.3791
2015-11-26,3759.4286,7874.0797,169.9972,179.3222,114.056,102.0863,100.6334,95.9682
2015-11-27,3556.9924,7376.1243,169.9978,179.3548,114.1002,101.8932,99.8199,94.2328
2015-11-30,3566.4122,7408.3988,170.3761,179.4717,113.4668,100.1097,98.878,93.7197
2015-12-01,3591.696,7443.9452,170.3765,179.5373,114.2621,100.8636,99.8976,94.0073
2015-12-02,3721.9545,7405.8596,170.351,179.6209,115.0243,100.7535,100.3579,94.6168
2015-12-03,3749.2985,7570.5077,170.5209,179.7759,114.0154,99.5236,99.4989,93.7755
2015-12-04,3677.5922,7511.6749,170.7029,180.0296,114.0048,100.1345,99.2386,93.4217
2015-12-07,3687.6073,7602.2276,170.6679,180.2185,115.2855,101.9796,100.037,94.1947
2015-12-08,3623.0202,7404.142,170.8585,180.3032,113.1719,100.5923,97.2985,93.5635
2015-12-09,3635.9382,7374.2742,171.0686,180.4279,112.466,101.1388,98.0231,92.3288
2015-12-10,3623.0842,7350.2098,171.0465,180.4635,112.2734,100.6961,97.067,92.1778
2015-12-11,3608.0587,7290.7017,171.2008,180.5814,113.6057,102.3661,98.3364,92.4772
2015-12-14,3711.322,7441.0301,170.9633,180.6631,113.6263,102.7137,98.2289,92.9434
2015-12-15,3694.3885,7498.1813,170.8836,180.69,113.4281,101.7341,97.758,92.6105
2015-12-16,3685.4398,7529.4028,171.1464,180.7413,113.5391,101.86,98.1865,92.6843
2015-12-17,3755.8881,7716.246,171.2022,180.8258,112.4643,101.6446,97.6866,92.6327
2015-12-18,3767.9128,7699.37,171.8496,180.8369,113.4676,102.8768,99.0864,94.1962
2015-12-21,3865.965,7788.564,172.7268,181.1361,115.3949,104.5955,101.1439,95.2709
2015-12-22,3876.7325,7856.6081,173.0542,181.3917,115.1024,104.5969,101.1228,94.94
2015-12-23,3866.3814,7773.2825,173.0207,181.4666,114.7401,104.315,101.0207,94.4653
2015-12-24,3829.4022,7753.0367,173.701,181.6005,114.411,104.3218,100.7779,94.0485
2015-12-25,3838.201,7792.1244,173.4549,181.6757,114.2928,104.7542,100.9682,93.631
2015-12-28,3727.6316,7603.3609,173.8527,181.821,113.1205,103.9043,99.2467,93.3814
2015-12-29,3761.8745,7674.3881,173.6561,181.9717,114.5059,105.4102,100.6447,94.7858
2015-12-30,3765.1752,7741.0472,173.666,182.106,114.8452,105.9321,101.3696,95.0954
2015-12-31,3731.0047,7617.689,173.6818,182.1159,115.1711,106.0462,101.1998,94.7423
2016-01-04,3469.0662,6983.4044,173.1587,182.1406,113.5136,105.2657,99.8766,94.1206
2016-01-05,3478.7797,6889.7414,172.8557,182.1961,113.9896,106.3585,100.4199,93.7798
2016-01-06,3539.8082,7065.6068,172.9382,182.2155,113.3191,105.5442,99.5239,92.1116
2016-01-07,3294.3839,6462.2428,173.2596,182.3727,113.6306,105.7201,98.8565,91.3778
2016-01-08,3361.5632,6570.4316,173.5528,182.4813,114.1495,104.8049,99.2643,91.6655
2016-01-11,3192.4499,6128.6558,173.6051,182.5701,113.1168,103.5406,97.5231,91.5475
2016-01-12,3215.7099,6136.6632,173.992,182.7676,112.6861,102.3041,96.4422,90.0295
2016-01-13,3155.8787,5924.044,174.7619,182.9395,112.8056,102.3792,96.8059,90.0764
2016-01-14,3221.5714,6124.8202,174.4029,182.9977,113.159,103.2055,97.2672,89.9138
2016-01-15,3118.7301,5893.6815,174.432,183.0722,113.0143,103.1652,97.0521,89.9573
2016-01-18,3130.7289,5978.9076,174.1706,183.199,114.5523,104.6566,99.0544,92.1829
2016-01-19,3223.1251,6197.0947,173.9215,183.1598,114.8878,105.4625,101.1915,92.5121
2016-01-20,3174.3781,6138.5031,173.7233,183.178,114.3435,104.4692,100.1999,91.5992
2016-01-21,3081.3454,5886.8835,173.9832,183.1242,113.4903,104.2279,100.2105,91.5432
2016-01-22,3113.4626,5980.6111,174.1378,183.2493,114.5793,104.8982,101.2565,93.6259
2016-01-25,3128.886,6041.3261,173.5659,183.1798,114.199,104.807,101.0071,93.481
2016-01-26,2940.5085,5589.3069,173.465,183.0883,114.3912,105.4399,100.9587,93.3761
2016-01-27,2930.3519,5514.1886,173.2159,182.9434,114.7993,106.8858,102.5027,94.2533
2016-01-28,2853.7562,5271.2325,173.1619,182.8778,114.422,105.7999,101.4683,93.2107
2016-01-29,2946.0902,5469.1254,173.6299,182.928,113.4338,105.9785,101.6101,92.7894
2016-02-01,2901.0477,5399.4771,173.7088,182.9768,113.8866,106.0967,101.3075,93.1136
2016-02-02,2961.3337,5586.6266,173.4851,183.0203,114.5147,106.4261,101.738,93.098
2016-02-03,2948.6386,5610.1734,173.3482,182.9528,114.3047,106.9072,101.7541,93.2691
2016-02-04,2984.7598,5721.4853,173.24,182.9966,114.3077,109.0115,103.7128,94.5485
2016-02-05,2963.7894,5664.1971,173.3706,183.0544,114.251,108.6603,103.4498,93.5422
2016-02-15,2946.7066,5668.0398,173.9348,183.2892,114.2635,109.2238,104.2909,93.6087
2016-02-16,3037.0353,5902.5341,173.8339,183.3801,113.9452,108.9161,104.1592,95.176
2016-02-17,3063.3199,5971.4123,173.8074,183.3904,113.2722,108.6315,103.3371,94.7521
2016-02-18,3053.6985,5957.1305,173.8406,183.5383,113.4761,109.1547,103.8121,95.3466
2016-02-19,3051.585,5979.5164,173.96,183.6816,113.6331,110.3826,105.5337,96.8369
2016-02-22,3118.8675,6103.7225,173.8965,183.7611,113.9832,112.1843,105.6575,98.9477
2016-02-23,3089.3632,6070.4998,173.979,183.8628,113.5128,111.753,105.5803,99.3081
2016-02-24,3109.5454,6111.0427,173.7925,183.9184,112.4176,111.5332,105.3432,100.7686
2016-02-25,2918.7501,5626.0522,173.7798,183.9268,112.0486,111.7694,105.5726,100.2083
2016-02-26,2948.0306,5648.9376,173.8615,183.9751,111.7386,111.2777,104.534,101.0921
2016-02-29,2877.4666,5350.4337,173.956,184.1205,110.8953,111.7127,104.5744,101.987
2016-03-01,2930.6937,5473.6349,174.0338,184.2468,111.3235,112.7476,106.6478,101.9514
2016-03-02,3051.3327,5753.1482,173.9071,184.2733,111.0466,114.1219,107.4786,101.9791
2016-03-03,3058.4219,5776.977,173.8823,184.3266,111.7576,114.0986,107.9331,100.9411
2016-03-04,3093.8895,5621.5614,173.7248,184.3916,112.7837,116.387,110.7543,100.7374
2016-03-07,3104.8397,5752.5482,173.4423,184.5572,113.7856,118.0715,112.9026,103.8933
2016-03-08,3107.6727,5764.3253,173.6003,184.726,112.6876,119.745,112.2529,105.8846
2016-03-09,3071.907,5617.0376,173.824,184.8757,112.9882,117.3273,112.5225,102.3615
2016-03-10,3013.1457,5521.948,173.9904,184.9736,112.1818,118.0683,110.4233,102.2558
2016-03-11,3018.2844,5508.9818,174.1609,185.0269,113.1482,117.7436,110.721,103.2745
2016-03-14,3065.6904,5690.5904,174.227,185.1326,113.0747,116.8302,109.7366,103.762
2016-03-15,3074.7796,5639.8012,174.4392,185.1551,112.7508,115.1548,109.1289,103.4578
