,factor_0,factor_1,factor_2,factor_3,factor_4
2012-11-19,0.9209616656921674,0.9894120170143245,0.9095713687173326,0.9987445713082018,0.7302259847409366
2012-11-20,0.9186257987436268,0.9908576165302228,0.9092188979108945,1.0025039344287305,0.7296880047566191
2012-11-21,0.9163166992809497,0.9920884542198406,0.9090507811132627,1.006275313881975,0.729014864397806
2012-11-22,0.9146619064755135,0.993525638749984,0.908544434918421,1.0097816917828064,0.7281113467365081
2012-11-23,0.9128833215940373,0.9947472849356022,0.9082859525480789,1.0132908739535287,0.7274709711143194
2012-11-26,0.911034556536356,0.9959480826468529,0.9078717546422692,1.0164481450707605,0.7266296209640346
2012-11-27,0.9093707584178585,0.9973415060430818,0.9073296566797511,1.0192052981237736,0.7259189884405413
2012-11-28,0.9078756060160128,0.9991900176566186,0.9064300864245831,1.0214811657740464,0.7252370728454607
2012-11-29,0.9062039362167236,1.001269016765675,0.9055288498597897,1.0236355234863377,0.724363542003838
2012-11-30,0.9046741881626549,1.0031482163701078,0.9046746012164454,1.026207303800054,0.7231686021507102
2012-12-03,0.9029155277288256,1.006116469313781,0.9033031047345114,1.0291214457441038,0.7219093247496137
2012-12-04,0.901383305365757,1.009090000050312,0.9018405567303994,1.031359262286822,0.7207979417918248
2012-12-05,0.9011669495571647,1.011509836946814,0.9003330169175537,1.0327085847686353,0.7193596047504343
2012-12-06,0.9007641147801462,1.0137578760176196,0.8992386943498275,1.034136453386591,0.7180195261129461
2012-12-07,0.9007096387215396,1.0154833115085224,0.8982561068177525,1.0350983713294999,0.7174398745809961
2012-12-10,0.9017515799735861,1.0164600129099568,0.8972947083433093,1.0362126520465489,0.7161956984122186
2012-12-11,0.9025281623938085,1.0175284446577295,0.8964951065564782,1.0364913771223485,0.7154196212273104
2012-12-12,0.9036370892588508,1.0189592690207527,0.8955943873694212,1.0358193790683508,0.7145551599588269
2012-12-13,0.9047041651821898,1.0201698607142402,0.8949374716899159,1.0349835902994993,0.713771199574924
2012-12-14,0.9065290861501181,1.0203129484373932,0.8946071630603102,1.0340803600700994,0.7134314752882972
2012-12-17,0.9089936718382952,1.0200546113161755,0.8941412084722944,1.0319931871602868,0.7130098149437183
2012-12-18,0.9116198775001513,1.0197097488270723,0.893983525791193,1.0299792836670585,0.7124961902062888
2012-12-19,0.9140216426074329,1.0191952579659866,0.8943405445892258,1.0289023949340057,0.7121031543357055
2012-12-20,0.9161151145990396,1.0182498893560374,0.8951261698625966,1.0281910895286512,0.712012097377621
2012-12-21,0.9180200410124429,1.0177737483278904,0.8958558984346228,1.0277502827604,0.711793274840612
